,Unnamed: 0,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,seen_ep1,seen_ep2,seen_ep3,seen_ep4,seen_ep5,seen_ep6,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
953,953,3289054324,True,True,True,True,True,True,True,True,1.0,4.0,5.0,3.0,2.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,Yes,No,Male,30-44,"$150,000+",Some college or Associate degree,East North Central
954,954,3289049751,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Greedo,No,,Yes,Female,45-60,,Graduate degree,New England
955,955,3289032654,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$150,000+",Some college or Associate degree,New England
956,956,3288941294,True,True,True,True,True,True,True,True,3.0,5.0,4.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$150,000+",Graduate degree,South Atlantic
957,957,3288846487,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Male,> 60,,Graduate degree,Middle Atlantic
958,958,3288826742,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
959,959,3288823234,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
960,960,3288802482,True,True,True,False,False,True,True,True,3.0,5.0,6.0,4.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,No,Female,> 60,,Graduate degree,South Atlantic
961,961,3288793006,True,True,True,False,False,False,True,False,1.0,3.0,4.0,5.0,2.0,6.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
962,962,3288777560,True,True,True,True,True,True,True,True,1.0,5.0,4.0,2.0,6.0,3.0,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Unfamiliar (N/A),,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,No,,No,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
963,963,3288772244,True,False,True,False,False,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,18-29,,High school degree,East North Central
964,964,3288771826,True,False,True,False,False,True,True,True,5.0,6.0,4.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Greedo,No,,No,Female,30-44,"$150,000+",Bachelor degree,East North Central
965,965,3288750443,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,Male,45-60,"$0 - $24,999",Some college or Associate degree,Mountain
966,966,3288741236,True,True,True,True,True,True,True,True,3.0,2.0,1.0,6.0,4.0,5.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Han,No,,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
967,967,3288740386,True,False,False,True,False,False,False,False,2.0,1.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,I don't understand this question,No,,No,Female,18-29,,Some college or Associate degree,Pacific
968,968,3288728912,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,No,,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
969,969,3288723253,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,970,3288722710,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Han,No,,Yes,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England
971,971,3288719090,True,False,True,True,False,True,True,True,3.0,5.0,6.0,1.0,2.0,4.0,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,I don't understand this question,No,,Yes,Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
972,972,3288718743,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Female,18-29,"$150,000+",Bachelor degree,Pacific
973,973,3288714827,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Greedo,Yes,No,No,Female,30-44,"$0 - $24,999",Graduate degree,Pacific
974,974,3288714697,True,False,False,False,False,True,True,False,3.0,4.0,5.0,1.0,2.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,No,Female,18-29,"$0 - $24,999",High school degree,West North Central
975,975,3288713721,True,False,True,False,False,True,True,True,5.0,4.0,6.0,3.0,2.0,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
976,976,3288713570,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Greedo,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
977,977,3288712832,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
978,978,3288704807,True,True,True,True,True,True,True,True,6.0,4.0,3.0,2.0,1.0,5.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,Pacific
979,979,3288702291,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Yes,Yes,Yes,Male,30-44,"$150,000+",Graduate degree,Pacific
980,980,3288700554,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
981,981,3288699973,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,30-44,"$0 - $24,999",Bachelor degree,East North Central
982,982,3288698545,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
983,983,3288698085,True,True,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,No,,Yes,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
984,984,3288697760,True,False,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,,No,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
985,985,3288696158,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
986,986,3288694272,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$0 - $24,999",High school degree,West North Central
987,987,3288690295,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Male,> 60,,Bachelor degree,Mountain
988,988,3288689621,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,,High school degree,East North Central
989,989,3288687502,True,True,True,True,True,False,True,True,1.0,2.0,5.0,6.0,3.0,4.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
990,990,3288685641,True,True,True,True,False,True,True,True,3.0,5.0,6.0,4.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,No,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
991,991,3288683262,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
992,992,3288683105,True,True,True,True,True,True,True,True,5.0,6.0,2.0,3.0,1.0,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,Yes,No,No,Male,18-29,,Less than high school degree,South Atlantic
993,993,3288682774,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,994,3288682656,True,True,True,True,True,True,True,True,6.0,2.0,3.0,4.0,1.0,5.0,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Han,No,,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
995,995,3288678886,True,False,False,False,False,False,True,False,3.0,4.0,5.0,6.0,1.0,2.0,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
996,996,3288675923,True,True,True,True,True,True,True,True,2.0,3.0,4.0,6.0,5.0,1.0,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,,Yes,Female,18-29,,Graduate degree,West South Central
997,997,3288672490,True,False,True,False,False,True,False,True,3.0,5.0,6.0,1.0,4.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,No,,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
998,998,3288672409,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,,No,Female,18-29,,Some college or Associate degree,Pacific
999,999,3288672197,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$150,000+",Bachelor degree,Middle Atlantic
